consideration_offered,shares_acquired,shares_at_announcement,acquiror_code,target_code,target_status,acquisition_count,bidder_count,month,cross_border,relatedness,economic_sector_ac,business_sector_ac,economic_sector_target,business_sector_target,car_1,car_3,car_5,car_10
Cash,full,no,56101010,52102010,public,20,1,12,cross_border,not_related,Healthcare,Healthcare Services & Equipment,Industrials,Industrial Goods,0.0518627030490124,0.0555178282649533,0.0419519797016392,0.0333208808335082
Other,full,no,52102030,52102030,others,20,1,12,cross_border,industry,Industrials,Industrial Goods,Industrials,Industrial Goods,0.0323920950177982,0.0382214283125296,0.0687278736271056,0.0829097662512462
Cash,full,no,59103010,59103010,others,0,1,12,cross_border,industry,Utilities,Utilities,Utilities,Utilities,-0.0052629744674052,0.0045149861805624,0.0107199905873358,-0.0122920153662247
Other,full,no,53205020,52102020,others,4,1,12,cross_border,not_related,Consumer Cyclicals,Cyclical Consumer Products,Industrials,Industrial Goods,0.0114790743489805,0.0121926544735284,0.0124633583356881,0.0399217816347492
Other,full,no,57201020,57102010,others,22,1,12,national,economic_sector,Technology,Software & IT Services,Technology,Technology Equipment,0.0205718602196663,0.0078757733679732,-0.0177802178783829,-0.006806317277198
Other,full,no,52203020,57401010,others,3,1,12,cross_border,not_related,Industrials,Industrial & Commercial Services,Technology,Telecommunications Services,-0.0137092183051197,-0.0043663074328178,-0.0173753468987838,0.0020668139669066
Cash,full,no,53301020,53301020,others,21,1,12,cross_border,industry,Consumer Cyclicals,Cyclical Consumer Services,Consumer Cyclicals,Cyclical Consumer Services,0.0714004918973799,0.0790968859388558,0.1340072226091018,0.1148995591577227
Other,full,no,55301030,55301010,others,43,1,12,national,industry_group,Financials,Insurance,Financials,Insurance,-0.0044922507710253,-0.0053450244049704,-0.0247672028452101,-0.0325813425136145
Other,full,no,51201020,52203010,others,17,1,12,national,not_related,Basic Materials,Mineral Resources,Industrials,Industrial & Commercial Services,0.014282750943805,0.0639967622047408,0.0699611203075395,0.0708727253664747
Other,full,no,57201030,57401010,others,64,1,12,national,economic_sector,Technology,Software & IT Services,Technology,Telecommunications Services,0.0009713378675632,-0.0100011648160754,-0.0075561714780193,0.0232644321708745
Cash,full,no,57201030,60101010,others,65,1,12,cross_border,not_related,Technology,Software & IT Services,Real Estate,Real Estate,0.0009713378675632,-0.0100011648160754,-0.0075561714780193,0.0232644321708745
Cash,full,no,52102030,52102030,others,2,1,12,cross_border,industry,Industrials,Industrial Goods,Industrials,Industrial Goods,0.0265574163266832,0.0118113490818781,0.0118113490818781,0.018503180767999
Cash,full,no,60102020,60101010,others,3,1,12,cross_border,business_sector,Real Estate,Real Estate,Real Estate,Real Estate,0.0082949796421516,0.0332119098625274,0.0332119098625274,0.0218620002224443
Cash,full,no,53204030,57101010,public,2,1,12,cross_border,not_related,Consumer Cyclicals,Cyclical Consumer Products,Technology,Technology Equipment,-0.0081878110719223,0.0176696188985976,0.0176696188985976,0.0472129710917033
Cash,not_full,yes,60101010,60101010,others,5,1,12,cross_border,industry,Real Estate,Real Estate,Real Estate,Real Estate,0.0089229745760152,-0.0027755887794045,-0.0027755887794045,0.0127859275635425
Other,full,no,55102020,55102020,others,6,1,12,cross_border,industry,Financials,Banking & Investment Services,Financials,Banking & Investment Services,0.0080883291019443,0.0390752462609513,0.0390752462609513,0.1266618557056519
Other,full,no,55102020,52203040,others,7,1,12,cross_border,not_related,Financials,Banking & Investment Services,Industrials,Industrial & Commercial Services,0.0080883291019443,0.0390752462609513,0.0390752462609513,0.1266618557056519
Other,full,no,51201020,52203040,others,18,1,12,national,not_related,Basic Materials,Mineral Resources,Industrials,Industrial & Commercial Services,0.0517642184830431,0.0540002462257106,0.0540002462257106,0.0708727253664747
Cash,full,no,51302010,51302010,others,14,1,12,national,industry,Basic Materials,Applied Resources,Basic Materials,Applied Resources,0.0390500372099293,0.0360964131696228,0.0360964131696228,0.0055237894414411
Other,full,no,55101010,55101010,public,11,1,12,cross_border,industry,Financials,Banking & Investment Services,Financials,Banking & Investment Services,-0.0073878362211489,0.0037636502078147,0.0163638277986903,0.062841745058352
Other,full,no,52405030,52405030,others,21,1,12,cross_border,industry,Industrials,Transportation,Industrials,Transportation,0.0727314435580788,0.0627391301014688,0.0776050085330257,0.1004766312740967
Other,full,no,55301010,55301010,others,193,1,12,cross_border,industry,Financials,Insurance,Financials,Insurance,-0.0058878019669865,-0.0009009233153891,-0.0053986932048999,-0.0084603900762695
Other,full,no,55301010,55301010,others,194,1,12,cross_border,industry,Financials,Insurance,Financials,Insurance,-0.0058878019669865,-0.0009009233153891,-0.0053986932048999,-0.0084603900762695
Other,full,no,52102010,53203020,others,70,1,12,cross_border,not_related,Industrials,Industrial Goods,Consumer Cyclicals,Cyclical Consumer Products,0.0097422202608312,0.0160532768941747,0.0105773463208626,-0.0063513647060584
Other,full,no,57401020,57401010,others,1,1,12,cross_border,industry_group,Technology,Telecommunications Services,Technology,Telecommunications Services,0.0264283321703328,0.0496861996221774,0.0741372804374832,-0.0058843445968573
Cash,full,no,50103020,52201020,others,23,1,12,cross_border,not_related,Energy,Energy - Fossil Fuels,Industrials,Industrial & Commercial Services,0.0410665367551535,0.0534466628500031,0.058365665015569,0.0538934497416024
Other,full,no,57101010,52102030,others,8,1,12,national,not_related,Technology,Technology Equipment,Industrials,Industrial Goods,0.0210542474073673,-0.0411392939367799,-0.0234159921371676,-0.0298745070064609
Other,full,no,59101010,52102040,others,0,1,12,national,not_related,Utilities,Utilities,Industrials,Industrial Goods,0.0028889929673555,-0.0142676337855885,-0.0162453248010808,-0.0056092750986036
Other,full,no,52102010,57201020,others,15,1,12,cross_border,not_related,Industrials,Industrial Goods,Technology,Software & IT Services,0.0334304521967545,0.0376934363565557,0.0395580384397535,0.0314307900172545
Other,full,no,52203040,62101030,others,7,1,12,national,not_related,Industrials,Industrial & Commercial Services,Government Activity,Government Activity,0.0036077461042042,-0.0243701884069476,-0.0541728940908479,-0.0292053675205899
Cash,full,no,52102030,52102030,others,5,1,12,cross_border,industry,Industrials,Industrial Goods,Industrials,Industrial Goods,0.1490480297237966,0.1451321549746901,0.1701531485897117,0.1968655801646647
Other,full,no,55301010,55301010,others,195,1,12,cross_border,industry,Financials,Insurance,Financials,Insurance,-0.0137901378928404,-0.0182370712618248,-0.0188490818637866,-0.0082658093327401
Other,full,no,52405030,52405030,others,22,1,12,cross_border,industry,Industrials,Transportation,Industrials,Transportation,0.0165515189617586,0.007013601639612,0.0734765475806307,0.0830001396479566
Cash,full,no,52101010,52201020,others,15,1,12,cross_border,economic_sector,Industrials,Industrial Goods,Industrials,Industrial & Commercial Services,0.0253518211954341,0.1078026447968674,0.1266782241133965,0.0391606452763224
Other,full,no,60101010,60101010,others,4,1,12,cross_border,industry,Real Estate,Real Estate,Real Estate,Real Estate,0.0638315838602096,0.0881065849267765,0.0897969152137923,0.1117264689931866
Cash,not_full,yes,52201020,52201020,others,6,1,12,national,industry,Industrials,Industrial & Commercial Services,Industrials,Industrial & Commercial Services,-0.0115030240684977,-0.02034686215323,-0.0084186780766989,0.0195284845695974
Other,full,no,56202010,56201040,others,5,1,12,national,business_sector,Healthcare,Pharmaceuticals & Medical Research,Healthcare,Pharmaceuticals & Medical Research,-0.0049937823311354,-0.0214414757535301,0.0054441086496903,-0.0130874818722326
Cash,full,no,55101010,60101010,others,54,1,12,national,not_related,Financials,Banking & Investment Services,Real Estate,Real Estate,0.0154280794446119,0.0400883409312399,0.0332400282394059,0.0154435461792366
Cash,full,no,50102030,50102030,others,10,1,12,national,industry,Energy,Energy - Fossil Fuels,Energy,Energy - Fossil Fuels,0.0841568576751334,0.1028644647872844,0.1195582738747647,0.1230769451396825
Other,full,no,55301010,52203040,others,196,1,12,cross_border,not_related,Financials,Insurance,Industrials,Industrial & Commercial Services,-0.0112784667027253,-0.019868682178124,-0.0175503017959256,-0.0118436042130096
Cash,full,no,60101010,56102010,others,11,1,12,cross_border,not_related,Real Estate,Real Estate,Healthcare,Healthcare Services & Equipment,0.0097618699775403,0.0196852542220004,0.0184410558491291,0.0466408448253792
Other,full,no,60101010,56102010,others,12,1,12,cross_border,not_related,Real Estate,Real Estate,Healthcare,Healthcare Services & Equipment,0.0097618699775403,0.0196852542220004,0.0184410558491291,0.0466408448253792
Cash,full,no,60101010,56102010,others,13,1,12,cross_border,not_related,Real Estate,Real Estate,Healthcare,Healthcare Services & Equipment,0.0097618699775403,0.0196852542220004,0.0184410558491291,0.0466408448253792
Other,full,no,52102010,56201040,others,5,1,12,cross_border,not_related,Industrials,Industrial Goods,Healthcare,Pharmaceuticals & Medical Research,0.0554439344464439,0.1201405779320914,0.1287875138224834,0.1234141631423856
Cash,full,no,52201020,53203010,others,7,1,12,cross_border,not_related,Industrials,Industrial & Commercial Services,Consumer Cyclicals,Cyclical Consumer Products,-0.0268638105834351,-0.0165348788198066,0.0007445107657865,0.0184080512674497
Other,full,no,56101010,52102010,others,2,1,12,national,not_related,Healthcare,Healthcare Services & Equipment,Industrials,Industrial Goods,-0.0306862838879647,-0.0276650530049088,-0.03035379919767,-0.0180095991093491
Other,full,no,56101010,52102010,others,21,1,12,national,not_related,Healthcare,Healthcare Services & Equipment,Industrials,Industrial Goods,-0.0162602757360045,-0.0036234488004769,-0.0098085317404961,0.0436680081739686
Other,full,no,55101010,55101010,public,9,1,12,cross_border,industry,Financials,Banking & Investment Services,Financials,Banking & Investment Services,-0.0017658736446514,-0.0133100520026204,-0.0133100520026204,0.0596458842847344
Cash,full,no,54201030,55101030,others,5,1,12,cross_border,not_related,Consumer Non-Cyclicals,Personal & Household Products & Services,Financials,Banking & Investment Services,0.0345646119411998,0.0299113046890622,0.0299113046890622,0.0651072776880478
Other,full,no,56101020,56201040,others,0,1,12,cross_border,economic_sector,Healthcare,Healthcare Services & Equipment,Healthcare,Pharmaceuticals & Medical Research,0.1649717231791402,0.2795093772925653,0.2795093772925653,0.2931335159952276
Other,full,no,60101010,55101030,others,0,1,12,cross_border,not_related,Real Estate,Real Estate,Financials,Banking & Investment Services,0.0051424983646474,0.0045512435601036,0.0045512435601036,-0.0116513025388931
Cash,full,no,52101010,57101010,public,11,1,12,national,not_related,Industrials,Industrial Goods,Technology,Technology Equipment,-0.00724506301168,-0.0236579216224971,-0.0236579216224971,0.012793602392037
Other,full,no,56202010,56201040,others,6,1,12,national,business_sector,Healthcare,Pharmaceuticals & Medical Research,Healthcare,Pharmaceuticals & Medical Research,-0.0189473611702892,-0.0265171602409997,-0.0265171602409997,-0.0182319682000542
Other,full,no,52203030,52203030,others,8,1,12,national,industry,Industrials,Industrial & Commercial Services,Industrials,Industrial & Commercial Services,0.0275804572718446,0.0061033287585191,0.0061033287585191,0.0383482834187335
Cash,not_full,no,53403030,53403030,public,3,1,12,cross_border,industry,Consumer Cyclicals,Retailers,Consumer Cyclicals,Retailers,0.0388418282815135,0.0289662706715407,0.0289662706715407,0.0351795575896176
Cash,full,no,57201020,57201020,others,2,1,12,cross_border,industry,Technology,Software & IT Services,Technology,Software & IT Services,0.0019247468612019,-0.0127617859004678,-0.0164360690138553,0.0401601448627417
Cash,full,no,52405010,55102020,others,10,1,12,national,not_related,Industrials,Transportation,Financials,Banking & Investment Services,0.0039655463290627,0.0126969869588712,-0.0063733849361637,0.0055530751510723
Other,full,no,57102010,57102010,others,1,1,12,cross_border,industry,Technology,Technology Equipment,Technology,Technology Equipment,0.0651312165451688,0.1044328426473113,0.0606371285980329,0.0577589262680179
Other,full,no,57101010,52203040,others,38,1,12,cross_border,not_related,Technology,Technology Equipment,Industrials,Industrial & Commercial Services,0.0086919803946023,-0.0089941028987291,-0.0063668177791741,0.0189988673945953
Other,full,no,55102010,55102010,others,6,1,12,cross_border,industry,Financials,Banking & Investment Services,Financials,Banking & Investment Services,-0.0094575008550322,-0.0125382268818896,-0.0125382268818896,0.0055741610367479
Other,not_full,no,60101010,60101010,others,12,1,12,cross_border,industry,Real Estate,Real Estate,Real Estate,Real Estate,0.0253076155340775,0.0426931534411487,0.0304062838361002,0.0035061432149142
Cash,full,no,60102020,60101010,others,26,1,12,cross_border,business_sector,Real Estate,Real Estate,Real Estate,Real Estate,0.0039489108122788,0.0361299776280837,0.0199694028027721,0.0636463201331511
Cash,full,no,54301010,55301050,public,4,1,12,cross_border,not_related,Consumer Non-Cyclicals,Food & Drug Retailing,Financials,Insurance,-0.0052684553016766,0.0001532166272271,-0.0013954372340128,0.0057700867113718
Other,full,no,56102010,56102010,others,26,1,12,cross_border,industry,Healthcare,Healthcare Services & Equipment,Healthcare,Healthcare Services & Equipment,-0.0339820521995601,-0.0190584381723972,0.0208350760313239,0.0498347562548947
Other,full,no,56102010,56102010,others,27,1,12,cross_border,industry,Healthcare,Healthcare Services & Equipment,Healthcare,Healthcare Services & Equipment,-0.0339820521995601,-0.0190584381723972,0.0208350760313239,0.0498347562548947
Cash,full,no,50103020,52201020,others,10,1,12,cross_border,not_related,Energy,Energy - Fossil Fuels,Industrials,Industrial & Commercial Services,0.0107981604340807,0.0005135519914545,-0.0640218096066314,-0.1059069134845455
Other,full,no,52102020,53101020,others,14,1,12,national,not_related,Industrials,Industrial Goods,Consumer Cyclicals,Automobiles & Auto Parts,-0.0012109280477253,-0.0041050733002095,-0.0276378806678802,-0.0024704469910656
Cash,full,no,52102010,52102010,others,2,1,12,national,industry,Industrials,Industrial Goods,Industrials,Industrial Goods,0.0288288118264158,-0.0173210118144513,0.0256680677883892,0.0667162680065305
Cash,full,no,55102010,55301030,others,2,1,12,national,economic_sector,Financials,Banking & Investment Services,Financials,Insurance,0.0020511522490148,0.0233548090942957,-0.025927320667673,-0.0191595850800175
Cash,full,no,57101010,57101010,others,1,1,12,cross_border,industry,Technology,Technology Equipment,Technology,Technology Equipment,-0.016144870884205,-0.0208663611619601,-0.0278063226055126,-0.0348811167388976
Other,full,no,56102010,56102010,others,30,1,1,cross_border,industry,Healthcare,Healthcare Services & Equipment,Healthcare,Healthcare Services & Equipment,0.0029189468935367,-0.0551971213307249,-0.0224157427113897,0.0436582157270624
Other,full,no,56102010,56102010,others,31,1,1,cross_border,industry,Healthcare,Healthcare Services & Equipment,Healthcare,Healthcare Services & Equipment,0.0029189468935367,-0.0551971213307249,-0.0224157427113897,0.0436582157270624
Cash,full,no,52102010,52102010,others,22,1,1,cross_border,industry,Industrials,Industrial Goods,Industrials,Industrial Goods,0.0177486360808181,0.021953083863643,0.0080597739674256,-0.0220503789475328
Other,full,no,52201020,52201020,others,1,1,1,cross_border,industry,Industrials,Industrial & Commercial Services,Industrials,Industrial & Commercial Services,0.0150757876808698,0.0199246393755974,0.0095133281555834,-0.0095712140948982
Other,full,no,54401010,51201020,others,60,1,1,cross_border,not_related,Consumer Non-Cyclicals,Consumer Goods Conglomerates,Basic Materials,Mineral Resources,0.0208183182690844,0.0125063427595795,0.0215716306126314,0.0160402779248813
Other,not_full,no,52101010,52101010,others,11,1,1,cross_border,industry,Industrials,Industrial Goods,Industrials,Industrial Goods,-0.0089124556382884,0.0127249960933618,-0.0009247684426801,0.0668881884449564
Cash,full,no,51201020,50103020,others,15,1,1,cross_border,not_related,Basic Materials,Mineral Resources,Energy,Energy - Fossil Fuels,0.0004692199217167,0.0112545209396808,9.15563064084468e-05,-0.0911432477625098
Cash,full,no,57101010,57101010,others,9,1,1,national,industry,Technology,Technology Equipment,Technology,Technology Equipment,-0.0213686301648189,0.0034693375047196,-0.0244456327033963,0.0963352799794634
Other,full,no,51201020,52203010,others,19,1,1,cross_border,not_related,Basic Materials,Mineral Resources,Industrials,Industrial & Commercial Services,-0.0084743713377476,-0.0045353943728152,-0.0523756245515599,-0.0567213147844468
Other,full,no,54102020,54102010,others,55,1,1,cross_border,industry_group,Consumer Non-Cyclicals,Food & Beverages,Consumer Non-Cyclicals,Food & Beverages,0.0180994902686011,0.020980849433035,-0.0056226642454743,-0.0275749035945253
Other,full,no,52102030,52102010,others,27,1,1,national,industry_group,Industrials,Industrial Goods,Industrials,Industrial Goods,0.0272271538821546,0.053191003944961,0.0578235650143792,-0.012486128344058
Cash,full,no,52203040,52203040,others,1,1,1,national,industry,Industrials,Industrial & Commercial Services,Industrials,Industrial & Commercial Services,0.0057363951219697,0.0197065338053066,0.056262114437603,0.0315225753845658
Cash,full,no,56102010,56102010,others,2,1,1,cross_border,industry,Healthcare,Healthcare Services & Equipment,Healthcare,Healthcare Services & Equipment,0.0113823594114096,0.030567052871894,0.0414503405380874,-0.1045082044828278
Cash,full,no,56102010,56102010,others,3,1,1,cross_border,industry,Healthcare,Healthcare Services & Equipment,Healthcare,Healthcare Services & Equipment,0.0113823594114096,0.030567052871894,0.0414503405380874,-0.1045082044828278
Other,full,no,57201020,57201020,others,1,1,1,cross_border,industry,Technology,Software & IT Services,Technology,Software & IT Services,0.016830354467144,-0.0063057819703523,0.0074419295574121,-0.0196512890729382
Cash,full,no,56101020,56101020,others,53,1,1,cross_border,industry,Healthcare,Healthcare Services & Equipment,Healthcare,Healthcare Services & Equipment,0.0506817196856417,0.0369325473303637,0.0605666744898429,-0.0323415038374101
Cash,full,no,51201020,51201020,others,8,1,1,cross_border,industry,Basic Materials,Mineral Resources,Basic Materials,Mineral Resources,-0.0197872240752522,-0.057344941161907,-0.0235007295975911,0.0647808565285457
Other,full,no,53302010,53301010,others,2,1,1,cross_border,business_sector,Consumer Cyclicals,Cyclical Consumer Services,Consumer Cyclicals,Cyclical Consumer Services,0.0592205542832537,-0.0080098196748911,-0.0080098196748911,-0.0473406155953809
Cash,full,no,57201010,57401010,others,8,1,1,cross_border,economic_sector,Technology,Software & IT Services,Technology,Telecommunications Services,-0.0059222853378896,-0.0410479342237022,-0.0410479342237022,0.0695442535458902
Other,full,no,56101010,52203040,others,3,1,1,cross_border,not_related,Healthcare,Healthcare Services & Equipment,Industrials,Industrial & Commercial Services,-0.0037635454247295,-0.0294222969370119,-0.0294222969370119,0.009000250374805
Cash,full,no,55102020,60101010,others,19,1,1,national,not_related,Financials,Banking & Investment Services,Real Estate,Real Estate,-0.0046287907722452,-0.0154832542097121,-0.0154832542097121,0.0187102703933625
Cash,full,no,52102010,52102010,others,42,1,1,cross_border,industry,Industrials,Industrial Goods,Industrials,Industrial Goods,0.0220961519922683,0.0114308162010814,8.884219473404009e-05,-0.0080098109099849
Other,full,no,55301010,55301030,others,156,1,1,cross_border,industry_group,Financials,Insurance,Financials,Insurance,-0.0191789722399711,-0.0245056324073222,-0.0366614123742975,-0.0237273023948511
Other,full,no,55301010,55301030,others,157,1,1,cross_border,industry_group,Financials,Insurance,Financials,Insurance,-0.0191789722399711,-0.0245056324073222,-0.0366614123742975,-0.0237273023948511
Other,full,no,50201010,57101010,others,4,1,1,cross_border,not_related,Energy,Renewable Energy,Technology,Technology Equipment,-0.0024887731170331,0.0828482479035139,0.0330767344695789,-0.0117213208511185
Other,full,no,52102010,52102010,others,112,1,1,national,industry,Industrials,Industrial Goods,Industrials,Industrial Goods,0.0197082854828065,0.0123577509735131,0.0056367335353459,-0.0112429503750239
Cash,full,no,57101010,57101010,others,15,1,1,national,industry,Technology,Technology Equipment,Technology,Technology Equipment,-0.0365272051140106,-0.0271647178524474,-0.1567930273699197,-0.0924010406204955
Cash,full,no,52102010,56101020,public,38,1,1,cross_border,not_related,Industrials,Industrial Goods,Healthcare,Healthcare Services & Equipment,0.0125725786882598,0.0121618140308797,-0.0087024125897724,0.0152648760377005
Other,full,no,57105010,56201040,others,4,1,1,cross_border,not_related,Technology,Technology Equipment,Healthcare,Pharmaceuticals & Medical Research,-0.0241168791093272,0.0672783274205868,0.0754423550460943,0.1352223938035808
Cash,full,no,51201020,51201020,public,7,1,1,national,industry,Basic Materials,Mineral Resources,Basic Materials,Mineral Resources,-0.0007626979351607,0.0556078106126655,0.1185870652681284,0.1409653579687696
Other,full,no,57201030,57201030,others,66,1,1,cross_border,industry,Technology,Software & IT Services,Technology,Software & IT Services,0.0217990380074736,0.024384811342235,0.0104884486242973,0.0332614001500723
Cash,full,no,57106010,57201020,others,1,1,1,cross_border,economic_sector,Technology,Technology Equipment,Technology,Software & IT Services,-0.0153349214676854,0.0106912554485789,-0.0064846023636713,0.0501602327153151
Other,full,no,57201020,52102030,others,6,1,1,cross_border,not_related,Technology,Software & IT Services,Industrials,Industrial Goods,0.0142459590768135,-0.0063890526105797,-0.0354248516273093,-0.0668622591447531
Cash,full,no,52102010,53101020,others,14,1,1,cross_border,not_related,Industrials,Industrial Goods,Consumer Cyclicals,Automobiles & Auto Parts,-0.0003823753815668,-0.0080692363600928,-0.0019245357467133,-0.0185196420688499
Cash,full,no,60101010,50102030,others,3,1,1,cross_border,not_related,Real Estate,Real Estate,Energy,Energy - Fossil Fuels,0.000188582217024,-0.0334573742079967,-0.0329457962572352,-0.1478542943604284
Other,full,no,60101010,60101010,others,1,1,1,cross_border,industry,Real Estate,Real Estate,Real Estate,Real Estate,-0.00216673510323,0.0145471777754152,0.0388332675642049,0.046250112173154
Other,full,no,57201010,57201020,others,13,1,1,cross_border,industry_group,Technology,Software & IT Services,Technology,Software & IT Services,0.0100646346043846,-0.0083112494117916,-0.0233333234752426,-0.0704545399749495
Cash,full,no,54301020,53402010,others,2,1,1,national,not_related,Consumer Non-Cyclicals,Food & Drug Retailing,Consumer Cyclicals,Retailers,-0.0218961515481186,-0.0304609014085169,-0.0136825076336948,-0.0973803565719684
Other,full,no,57101010,52203040,others,39,1,1,cross_border,not_related,Technology,Technology Equipment,Industrials,Industrial & Commercial Services,0.0062716569502478,0.0060756719120491,-0.0159908721317445,0.0119143029889711
Other,full,no,52102020,53203020,others,15,1,1,cross_border,not_related,Industrials,Industrial Goods,Consumer Cyclicals,Cyclical Consumer Products,-0.0102297906025616,-0.015142536029991,-0.0220473644976922,-0.0219665546551771
Other,full,no,55101010,55101010,others,0,1,1,cross_border,industry,Financials,Banking & Investment Services,Financials,Banking & Investment Services,-0.0912393074404144,-0.0572762759822758,-0.0697411708244648,-0.0814831107316845
Other,full,no,57201020,57201010,others,32,1,1,cross_border,industry_group,Technology,Software & IT Services,Technology,Software & IT Services,0.0172800153991973,-0.0027934584578196,0.0102646151090736,0.0066244633144029
Cash,full,no,60102020,60101010,others,28,1,1,cross_border,business_sector,Real Estate,Real Estate,Real Estate,Real Estate,-0.0246323031348636,-0.0441990254373555,-0.0636304730691234,-0.0572898422319667
Cash,full,no,56102010,56102010,others,11,1,1,cross_border,industry,Healthcare,Healthcare Services & Equipment,Healthcare,Healthcare Services & Equipment,-0.0110692616500625,-0.0131268832083289,-0.0053388144261139,-0.011096383991842
Cash,not_full,yes,52102030,52102030,public,3,1,1,cross_border,industry,Industrials,Industrial Goods,Industrials,Industrial Goods,-0.046555851115637,-0.0618901808199647,-0.0483714040013917,0.0350596704940965
Other,full,no,52102030,52102010,others,9,1,1,national,industry_group,Industrials,Industrial Goods,Industrials,Industrial Goods,0.0185513967802674,0.0208295089331961,0.0234812283062721,0.0977042570988441
Other,full,no,56101020,56101020,others,54,1,1,cross_border,industry,Healthcare,Healthcare Services & Equipment,Healthcare,Healthcare Services & Equipment,-0.0242996366450679,-0.0498258555692483,-0.0498258555692483,-0.0678691807405869
Cash,full,no,60102020,60101010,others,32,1,1,cross_border,business_sector,Real Estate,Real Estate,Real Estate,Real Estate,0.0140141916518938,0.0145357957979852,0.0145357957979852,0.0316225934387029
Other,full,no,56101020,52102010,others,36,1,1,cross_border,not_related,Healthcare,Healthcare Services & Equipment,Industrials,Industrial Goods,-0.0113607132315982,-0.0088299277166291,-0.0088299277166291,0.0010034954316643
Other,full,no,59102010,59102010,others,6,1,1,national,industry,Utilities,Utilities,Utilities,Utilities,0.0091195719917361,0.0071006883298975,0.0071006883298975,-0.0040138193833678
Other,full,no,52102010,51302010,others,39,1,1,cross_border,not_related,Industrials,Industrial Goods,Basic Materials,Applied Resources,-0.0320918390902748,-0.0041469248894109,-0.0008252519333246,0.024379890206693
Other,full,no,56101020,51101010,others,13,1,1,cross_border,not_related,Healthcare,Healthcare Services & Equipment,Basic Materials,Chemicals,-0.0130630683610599,-0.021642215812984,-0.01753122386414,0.0251333871534555
Other,not_full,yes,57201030,54201030,others,45,1,1,national,not_related,Technology,Software & IT Services,Consumer Non-Cyclicals,Personal & Household Products & Services,-0.0651304258173527,-0.052339606883895,-0.0534512294227507,-0.0957960486026793
Other,full,no,56102010,56102010,others,28,1,1,cross_border,industry,Healthcare,Healthcare Services & Equipment,Healthcare,Healthcare Services & Equipment,-0.0157204031471737,-0.0316112194340413,-0.0262887184885242,-0.0467396093256727
Other,full,no,52102010,52102040,others,71,1,1,national,industry_group,Industrials,Industrial Goods,Industrials,Industrial Goods,-0.0205454952988759,-0.0108966293904663,-0.0006722692250303,0.0397173519704477
Other,full,no,56201040,56201040,others,21,1,1,cross_border,industry,Healthcare,Pharmaceuticals & Medical Research,Healthcare,Pharmaceuticals & Medical Research,-0.0110979876829149,-0.0294599138677963,-0.0323461555975965,-0.0334883117604826
Other,full,no,52102010,52102040,others,75,1,1,cross_border,industry_group,Industrials,Industrial Goods,Industrials,Industrial Goods,0.016248393271788,-0.0056583627272762,0.0142568601367447,0.0236368724107225
Cash,full,no,53403090,53403090,others,7,1,1,cross_border,industry,Consumer Cyclicals,Retailers,Consumer Cyclicals,Retailers,-0.0248133672530973,-0.0056659637776895,-0.0206814329256979,-0.008253648232233
Other,full,no,57201030,57401010,others,67,1,1,cross_border,economic_sector,Technology,Software & IT Services,Technology,Telecommunications Services,-0.0025974865338913,-0.0383854810775953,-0.0536841194894264,-0.0292628272208689
Cash,full,no,57201020,57201020,others,18,1,1,national,industry,Technology,Software & IT Services,Technology,Software & IT Services,-0.0839703381953306,-0.0790207283116063,-0.0689933661509513,-0.0387690608747759
Other,full,no,54102020,56102010,others,0,1,1,cross_border,not_related,Consumer Non-Cyclicals,Food & Beverages,Healthcare,Healthcare Services & Equipment,0.0206520431816636,0.0211646851230644,0.0211646851230644,0.0211262752144901
Other,full,no,57102010,57201020,others,174,1,1,cross_border,economic_sector,Technology,Technology Equipment,Technology,Software & IT Services,0.0061116048931991,0.0140749921245043,0.0140749921245043,0.0176748350483418
Other,full,no,51201080,51201060,others,4,1,1,cross_border,industry_group,Basic Materials,Mineral Resources,Basic Materials,Mineral Resources,0.0525184527330309,0.0459566159724277,0.0459566159724277,-0.1749684294635155
Cash,full,no,56201040,56201040,others,0,1,1,cross_border,industry,Healthcare,Pharmaceuticals & Medical Research,Healthcare,Pharmaceuticals & Medical Research,-0.0100654738203717,-0.0147381199610662,-0.0147381199610662,-0.0361727221972264
Cash,full,no,52102010,52102010,others,2,1,1,national,industry,Industrials,Industrial Goods,Industrials,Industrial Goods,0.0185961251912356,0.0192846445510969,0.0192846445510969,-0.0333440581439729
Other,full,no,60101010,52203040,others,21,1,1,cross_border,not_related,Real Estate,Real Estate,Industrials,Industrial & Commercial Services,0.0061594760768703,-0.0013277501730292,-0.0013277501730292,0.0934282155021205
Cash,full,no,60101010,53403050,others,2,1,1,cross_border,not_related,Real Estate,Real Estate,Consumer Cyclicals,Retailers,-0.0117655110518586,-0.014193385589912,-0.0161306760878153,-0.0353083538101558
Other,full,no,56202010,56201040,others,1,1,1,cross_border,business_sector,Healthcare,Pharmaceuticals & Medical Research,Healthcare,Pharmaceuticals & Medical Research,0.0084993662679372,-0.0176299949378652,0.0100640075503306,-0.1082383406872276
Other,full,no,50102020,50103020,others,30,1,1,cross_border,business_sector,Energy,Energy - Fossil Fuels,Energy,Energy - Fossil Fuels,0.0062617484842111,-0.0006927908720333,0.0057465743805712,-0.016209760037805
Cash,not_full,yes,57101010,57101010,others,13,1,1,national,industry,Technology,Technology Equipment,Technology,Technology Equipment,0.0678864100432161,0.0534308465525218,0.1105686629247005,0.1348998541101123
